206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,70,111,112,112,112,113,154,115,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
206,311,311,311,311,166,166,311,311,311,311,311,311,311,311,311,311,311,70,111,112,112,112,113,114,75,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,312,313,314,206
206,351,312,312,312,166,166,312,313,312,312,312,312,312,313,396,396,396,110,111,152,152,112,113,114,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,352,352,166,166,352,353,352,352,352,352,312,313,396,396,396,150,111,112,113,112,113,114,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,392,392,166,166,166,166,393,392,392,392,392,312,313,396,396,394,70,111,152,153,112,113,154,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,353,352,353,166,352,352,352,352,352,352,352,353,353,396,434,110,111,152,153,112,113,114,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,352,352,353,166,392,392,392,392,392,392,352,352,353,396,314,150,111,152,153,112,113,154,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,392,352,353,353,166,392,393,393,393,353,353,352,352,353,396,354,70,111,152,153,112,113,114,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,353,353,393,166,352,392,392,393,393,352,352,353,353,396,314,70,111,152,153,112,113,154,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,353,352,352,166,392,392,393,433,353,392,352,353,393,396,354,110,111,152,153,113,113,154,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,352,392,392,166,392,393,352,353,353,353,353,353,433,396,394,150,111,152,153,153,113,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,392,392,352,166,352,353,353,353,393,393,393,393,-1,-1,434,190,151,152,153,153,153,154,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,392,352,353,166,353,353,166,166,166,166,166,166,166,166,166,166,510,510,511,512,513,514,235,166,166,166,166,166,166,166,166,166,166,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,353,353,353,166,166,166,166,-1,-1,-1,-1,-1,-1,-1,269,552,553,269,551,552,551,552,673,572,573,572,572,572,572,573,-1,-1,-1,166,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,352,353,393,393,166,166,353,-1,-1,383,383,383,383,383,383,269,592,593,269,269,592,269,592,593,572,572,612,612,572,572,573,-1,-1,-1,-1,166,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,392,393,166,166,166,392,393,-1,383,383,-1,-1,-1,-1,-1,631,632,672,673,673,673,672,673,633,612,572,573,573,573,573,573,-1,-1,-1,-1,-1,166,166,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,392,166,-1,166,432,433,383,383,-1,-1,166,166,166,166,166,166,711,712,711,712,713,714,35,572,572,572,572,573,613,613,-1,-1,-1,-1,-1,-1,166,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,392,166,-1,166,-1,383,383,557,166,166,166,-1,-1,-1,-1,-1,582,582,583,583,582,76,166,612,612,612,572,573,573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,392,166,-1,166,-1,383,557,598,-1,-1,-1,-1,-1,-1,-1,-1,622,622,623,623,582,76,166,612,613,573,572,572,572,572,573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,-1,166,-1,166,383,383,597,166,558,-1,-1,-1,-1,-1,-1,-1,622,622,622,623,582,76,166,612,613,613,572,612,572,573,572,572,572,573,573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,-1,166,-1,166,383,383,383,383,558,166,-1,-1,-1,-1,-1,-1,622,622,623,582,583,76,166,572,573,573,612,613,572,572,612,572,572,572,572,572,572,573,-1,-1,-1,-1,-1,-1,-1,314,206
206,351,-1,-1,166,-1,166,383,383,383,383,383,166,166,-1,-1,-1,-1,-1,622,622,623,583,583,116,117,612,613,613,573,573,612,612,572,572,572,572,573,612,572,573,-1,-1,-1,572,573,-1,-1,314,206
206,351,-1,-1,166,383,166,383,383,383,383,383,383,166,166,-1,-1,-1,582,583,622,623,583,623,156,157,461,466,613,613,613,573,573,612,612,612,572,572,573,573,573,-1,-1,-1,612,613,-1,-1,314,206
206,351,-1,-1,166,383,166,383,383,383,383,383,383,166,166,-1,-1,-1,582,583,622,623,623,622,623,583,583,623,583,466,613,613,613,573,573,612,612,572,572,573,613,-1,-1,572,612,613,-1,-1,314,206
206,351,-1,-1,166,383,166,383,383,383,383,383,383,166,-1,-1,-1,-1,582,583,582,582,582,582,582,582,582,583,583,460,463,466,572,572,572,572,573,612,572,572,572,572,572,612,612,613,-1,-1,314,206
206,351,-1,-1,166,383,166,383,383,383,383,383,383,166,166,-1,-1,582,583,583,622,622,622,622,582,583,583,583,623,623,623,460,463,466,612,612,572,573,612,612,612,612,612,612,613,-1,-1,-1,314,206
206,351,-1,-1,166,383,166,383,383,383,383,383,383,383,166,572,572,582,583,623,622,623,582,583,583,623,623,623,582,622,623,623,583,583,612,613,612,613,613,573,613,573,573,573,-1,-1,-1,-1,314,206
206,351,352,353,166,383,166,383,383,383,383,383,383,383,572,612,612,582,583,623,582,583,583,582,582,582,582,583,622,622,622,623,623,623,583,583,583,612,613,613,613,613,613,613,573,573,573,-1,314,206
206,351,392,393,166,-1,166,383,383,383,383,383,383,383,612,612,613,582,583,582,582,582,582,622,622,622,582,583,583,582,582,582,622,623,623,623,583,532,533,532,533,532,612,613,613,613,613,492,492,710
206,351,392,393,166,352,166,-1,-1,383,383,383,383,383,612,613,582,583,583,622,622,582,583,583,583,583,583,583,623,583,583,622,622,582,582,622,623,623,623,623,623,623,532,533,532,532,532,532,532,533
206,351,352,166,166,353,166,352,-1,-1,383,383,383,383,383,612,582,583,623,623,582,583,583,623,623,623,623,623,582,583,623,582,582,583,583,583,583,622,582,583,622,623,582,582,582,582,582,582,582,583
206,351,352,166,166,393,166,352,-1,-1,383,383,383,383,383,383,582,583,623,623,582,583,582,582,582,582,582,582,583,582,582,622,582,582,582,583,623,583,583,583,623,582,583,583,583,583,583,622,582,583
206,351,352,166,166,393,166,-1,-1,-1,-1,383,383,383,383,383,582,583,622,623,582,582,583,583,583,583,583,583,583,622,622,623,622,622,582,582,583,623,623,623,582,582,582,582,582,582,583,583,582,583
206,351,352,352,166,352,166,-1,-1,-1,-1,383,383,383,383,383,582,583,582,583,582,583,583,623,582,583,583,623,623,622,623,582,583,622,582,583,583,622,622,623,582,583,583,582,582,583,583,623,582,583
206,351,352,353,166,353,166,246,247,-1,383,383,383,383,383,383,582,583,582,583,582,583,623,582,583,623,623,582,582,582,583,583,583,622,582,583,623,622,582,583,583,623,583,582,582,583,623,623,582,583
206,351,352,353,166,166,166,404,383,383,383,383,383,383,383,582,583,583,582,583,582,583,582,582,583,622,623,622,582,582,583,582,582,622,622,623,582,583,583,623,623,623,583,582,582,583,622,623,582,583
206,351,352,352,353,393,364,383,447,448,383,383,383,383,582,583,583,623,582,583,583,623,582,583,583,622,623,583,582,582,582,622,622,622,623,582,583,583,623,622,622,623,623,582,583,623,623,582,583,583
206,351,392,352,353,433,406,383,409,406,383,383,383,582,583,583,623,623,582,583,582,583,583,583,623,623,583,583,622,622,622,623,622,622,582,583,583,582,582,582,583,623,623,583,583,622,623,583,582,583
206,351,352,353,393,364,287,383,383,383,383,383,383,582,583,623,622,623,582,583,582,583,623,583,622,623,583,583,622,623,582,622,622,582,583,583,582,622,622,582,583,622,623,583,623,623,582,583,582,583
206,351,392,393,403,404,383,447,448,383,383,383,582,583,583,622,582,583,582,583,582,583,623,583,622,623,583,582,622,623,622,582,583,582,583,582,622,622,623,582,583,622,623,583,622,623,582,583,582,583
206,351,363,364,383,383,383,409,406,383,383,383,582,583,623,582,583,623,582,582,583,623,623,583,622,623,623,622,622,623,582,583,583,583,582,582,583,622,623,582,583,622,623,582,582,583,583,583,582,583
206,351,200,404,383,447,448,383,383,383,383,383,622,623,582,583,583,623,583,582,583,623,583,623,622,623,582,622,623,582,583,623,623,582,622,582,583,623,583,582,583,623,622,622,582,583,583,623,582,583
206,351,324,383,328,329,286,287,383,383,383,383,622,622,582,583,623,623,582,583,583,582,583,622,622,623,582,622,623,583,583,622,623,582,582,583,583,623,582,583,583,623,622,623,582,583,623,623,582,583
206,351,364,383,281,369,326,327,383,383,383,383,622,623,582,583,623,582,582,583,582,622,623,623,622,623,583,622,623,583,623,623,582,583,583,583,623,583,583,583,623,623,583,583,583,583,622,623,582,583
206,351,324,383,409,352,366,448,383,383,383,383,622,623,582,583,623,582,583,582,622,622,623,623,622,623,583,622,623,583,622,623,583,623,623,623,623,623,623,623,622,623,623,623,623,623,622,623,582,583
206,391,364,383,383,409,352,404,383,383,383,383,622,623,582,583,623,582,582,622,622,623,623,582,583,583,623,622,623,623,582,622,623,582,582,582,582,622,622,622,622,623,582,582,622,582,622,623,582,583
206,351,326,327,383,383,383,383,383,383,383,383,622,623,582,583,622,622,622,622,623,622,623,582,583,623,623,622,622,622,622,622,622,622,622,622,622,622,623,582,582,622,622,622,622,622,622,623,582,583
206,391,366,367,283,283,283,367,367,368,367,368,622,623,582,582,582,582,583,582,622,623,583,583,623,622,623,582,582,582,582,582,582,582,582,582,622,622,622,622,622,622,623,582,583,583,622,623,582,583
206,431,432,432,432,432,432,432,432,432,432,432,432,622,622,622,622,582,582,582,622,623,623,623,622,622,623,583,583,583,583,583,583,583,583,622,622,623,583,583,583,583,583,583,583,623,623,583,583,583
206,206,206,206,206,206,206,206,206,206,206,206,206,206,622,623,623,622,622,622,622,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,622,623,623,623,623
